bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
61607,30,ABX11,1,Introduced,2008-12-08,"Taxation: corporate reorganizations: built-in losses.","An act relating to taxation, and declaring the urgency thereof, to take effect immediately.",0,,2009-01-07,"Died at Desk.",https://legiscan.com/CA/bill/ABX11/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_1&sess=0910&house=A
59879,30,AB11,4,Passed,2009-10-11,"Corporate reorganization: built-in losses.","An act to add Section 24458 to the Revenue and Taxation Code, relating to taxation, and declaring the urgency thereof, to take effect immediately.",0,,2009-10-11,"Chaptered by Secretary of State - Chapter 401, Statutes of 2009.",https://legiscan.com/CA/bill/AB11/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_11&sess=0910&house=A
61608,30,ABX12,5,Vetoed,2009-01-06,"Sales, use, income, fuel, and oil severance taxes.","An act to add Sections 6051.9, 6201.9, 6357.6, 7374, 17044, 19136.8, and 60709 to, to add Part 21 (commencing with Section 42001) to, to repeal Chapter 2 (commencing with Section 7360) of Part 2 of, and to repeal Part 31 (commencing with Section 60001) of, Division 2 of, the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",0,,2009-01-06,"Vetoed by Governor.",https://legiscan.com/CA/bill/ABX12/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_2&sess=0910&house=A
59880,30,AB12,4,Passed,2010-09-30,"California Fostering Connections to Success Act.","An act to amend Section 17552 of the Family Code, to amend Sections 1501.1 and 1505 of, and to add Section 1502.7 to, the Health and Safety Code, and to amend Sections 241.1, 293, 295, 297, 303, 317, 358.1, 360, 361.45, 361.5, 366, 366.21, 366.22, 366.25, 366.3, 366.4, 388, 727.2, 785, 10609.4, 11008.15, 11155.5, 11253, 11363, 11376, 11400, 11401, 11401.1, 11401.4, 11402, 11403.2, 11405, 11450, 11450.16, 11454.5, 11461, 11464, 11465, 11466.23, 11466.24, 13754, 13757, 16120, 16123, 16501, 16501.1, 16501.25, 16503, 16504.5, 16507.3, 16507.4, 16507.6, and 16508 of, to amend, repeal, and add Sections 391 and 11403 of, to add Sections 300.3, 366.31, 10101.2, 11217, 11253.3, 11401.05, and 11402.2 to, to add Article 4.7 (commencing with Section 11385) to Chapter 2 of Part 3 of Division 9 of, to repeal and add Section 11401.5 of, and to repeal and add Article 4.5 (commencing with Section 11360) of Chapter 2 of Part 3 of Division 9 of, the Welfare and Institutions Code, relating to foster children.",0,,2010-09-30,"Chaptered by Secretary of State - Chapter 559, Statutes of 2010.",https://legiscan.com/CA/bill/AB12/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_12&sess=0910&house=A
61609,30,ABX13,5,Vetoed,2009-01-06,"Office of Statewide Health Planning and Development:","An act to amend Section 129880 of the Health and Safety Code, relating to hospital buildings.",0,,2009-01-06,"Vetoed by Governor.",https://legiscan.com/CA/bill/ABX13/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_3&sess=0910&house=A
59881,30,AB13,2,Engrossed,2009-06-03,"Sacramento-San Joaquin Delta Conservancy.","An act to add Chapter 5 (commencing with Section 85390) to Part 3 of Division 35 of the Water Code, relating to the Sacramento-San Joaquin Delta.",0,,2009-12-10,"(Corrected December 10.)",https://legiscan.com/CA/bill/AB13/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_13&sess=0910&house=A
61610,30,ABX14,5,Vetoed,2009-01-06,"Budget Act of 2008.","An act to amend Sections 2558.46, 17592.71, 42238.146, 47634.1, and 49452.8 of, to amend, repeal, and add Section 17584.1 of, to add Sections 17070.766, 17592.74, 41207.3, 41509, 52055.60, and 52055.651 to, and to add and repeal Sections 1240.3 and 60422.1 of, the Education Code, to amend Section 36 of, and to repeal Section 33 of, Chapter 757 of, the Statutes of 2008, to amend Items 6110-105-0001, 6110-196-0001, 6110-196-0890, 6110-244-0001, 6110-485, 6110-488, 6360-101-0001, 6870-101-0001, and 6870-295-0001 of, and to add Item 6870-485 to, Section 2.00 of, and to amend Section 12.40 of, the Budget Act of 2008 (Chapters 268 and 269 of the Statutes of 2008), relating to education finance, and making an appropriation therefor.",0,,2009-01-06,"Vetoed by Governor.",https://legiscan.com/CA/bill/ABX14/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_4&sess=0910&house=A
59882,30,AB14,4,Passed,2009-10-11,"Vehicles: nuisance abatement: impoundment.","An act to repeal and add Section 22659.5 of the Vehicle Code, relating to vehicles.",0,,2009-10-11,"Chaptered by Secretary of State - Chapter 210, Statutes of 2009.",https://legiscan.com/CA/bill/AB14/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_14&sess=0910&house=A
61611,30,ABX15,5,Vetoed,2009-01-06,"Transportation projects.","An act to amend Section 143 of the Streets and Highways Code, relating to transportation.",0,,2009-01-06,"Vetoed by Governor.",https://legiscan.com/CA/bill/ABX15/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_5&sess=0910&house=A
59883,30,AB15,5,Vetoed,2010-09-23,"Criminal procedure: pleas.","An act to amend Section 1016.5 of the Penal Code, relating to criminal procedure.",0,,2010-09-23,"Vetoed by Governor.",https://legiscan.com/CA/bill/AB15/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_15&sess=0910&house=A
61612,30,ABX16,5,Vetoed,2009-01-06,"State finances.","An act to amend Section 16965 of, and to add Section 63048.66 to, the Government Code, and to add Section 42278 to the Vehicle Code, relating to state finances.",0,,2009-01-06,"Vetoed by Governor.",https://legiscan.com/CA/bill/ABX16/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_6&sess=0910&house=A
59884,30,AB16,1,Introduced,2008-12-01,"Human trafficking.","An act to amend Sections 667.1, 667.5, and 1192.7 of the Penal Code, relating to human trafficking, and declaring the urgency thereof, to take effect immediately.",0,,2010-02-02,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB16/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_16&sess=0910&house=A
61613,30,ABX17,5,Vetoed,2009-01-06,"Budget Act of 2008.","An act to amend and supplement the Budget Act of 2008 (Chapters 268 and 269 of the Statutes of 2008) by adding Sections 20.00, 20.50, 20.60, 20.65, 20.70, 20.75, and 20.80 to that act, relating to the support of state government, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately.",0,,2009-01-06,"Vetoed by Governor.",https://legiscan.com/CA/bill/ABX17/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_7&sess=0910&house=A
59885,30,AB17,4,Passed,2009-10-11,"Human trafficking.","An act to amend Sections 186.2, 186.8, 266k, and 13837 of the Penal Code, relating to human trafficking, and declaring the urgency thereof, to take effect immediately.",0,,2009-10-11,"Chaptered by Secretary of State - Chapter 211, Statutes of 2009.",https://legiscan.com/CA/bill/AB17/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_17&sess=0910&house=A
61614,30,ABX18,5,Vetoed,2009-01-06,"Department of Corrections and Rehabilitation.","An act to amend Sections 14491, 17550.19, and 21653 of the Business and Professions Code, to amend Section 5305 of the Financial Code, to amend Section 421 of the Military and Veterans Code, to amend Sections 154, 155, 337.4, 368, 422.7, 476a, 484b, 484g, 484h, 487, 487b, 487e, 487f, 487h, 496, 498, 500, 502, 537, 537e, 550, 551, 565, 566, 592, 594.4, 641.3, 2932, 2933.1, 2933.2, 2933.3, 2933.5, 2933.6, 3000, 4019, and 4600 of, to amend, renumber, and add Section 2933.4 of, to add Sections 2933.05 and 3060.95, and to repeal Section 2933 of, the Penal Code, to amend Sections 14591 and 41955 of the Public Resources Code, to amend Sections 10851.5 and 42002.4 of the Vehicle Code, and to amend Sections 10980 and 15656 of the Welfare and Institutions Code, relating to the Department of Corrections and Rehabilitation.",0,,2009-01-06,"Vetoed by Governor.",https://legiscan.com/CA/bill/ABX18/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_8&sess=0910&house=A
59886,30,AB18,5,Vetoed,2009-10-11,"Local government: city councils.","An act to amend Sections 34902, 36512, 57377, and 57379 of the Government Code, relating to local government.",0,,2010-01-14,"Consideration of Governor's veto stricken from file.",https://legiscan.com/CA/bill/AB18/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_18&sess=0910&house=A
61615,30,ABX19,2,Engrossed,2008-12-08,"Budget Act of 2008.","An act relating to the Budget Act of 2008.",0,,2008-12-18,"Died on Senate third reading file.",https://legiscan.com/CA/bill/ABX19/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx1_9&sess=0910&house=A
59887,30,AB19,2,Engrossed,2009-06-02,"Greenhouse gas emissions: consumer product labeling.","An act to add Division 27.5 (commencing with Section 44570) to the Health and Safety Code, relating to product labeling.",0,,2009-08-27,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB19/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_19&sess=0910&house=A
59888,30,AB20,4,Passed,2009-10-11,"University of California: California State University:","An act to add Chapter 14.27 (commencing with Section 67325) to Part 40 of Division 5 of Title 3 of the Education Code, relating to public postsecondary education.",0,,2009-10-11,"Chaptered by Secretary of State - Chapter 402, Statutes of 2009.",https://legiscan.com/CA/bill/AB20/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_20&sess=0910&house=A
61621,30,ABX21,1,Introduced,2008-12-11,"State employment: salary freeze.","An act to add and repeal Section 18005 of the Government Code, relating to state employment, and declaring the urgency thereof, to take effect immediately.",0,,2009-01-05,"Read first time.",https://legiscan.com/CA/bill/ABX21/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx2_1&sess=0910&house=A
59889,30,AB21,5,Vetoed,2009-10-11,"Renewable energy resources.","An act to amend Section 399.12 of, and repeal and add Section 399.15 of the Public Utilities Code, relating to energy.",0,,2010-01-14,"Consideration of Governor's veto stricken from file.",https://legiscan.com/CA/bill/AB21/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_21&sess=0910&house=A
61622,30,ABX22,1,Introduced,2009-02-05,Lending.,"An act to amend Section 10177 of the Business and Professions Code, to add Section 2923.1 to the Civil Code, and to amend Section 50505 of, to add Sections 1242, 14961, and 22346 to, and to add Division 1.9 (commencing with Section 4995) to, the Financial Code, relating to lending.",0,,2009-02-06,"From printer.",https://legiscan.com/CA/bill/ABX22/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx2_2&sess=0910&house=A
59890,30,AB22,4,Passed,2009-08-06,"Computer hacking: unauthorized access: punishment.","An act to amend Section 502 of the Penal Code, relating to computer hacking.",0,,2009-08-06,"Chaptered by Secretary of State - Chapter 70, Statutes of 2009.",https://legiscan.com/CA/bill/AB22/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_22&sess=0910&house=A
61623,30,ABX23,2,Engrossed,2009-02-14,"Air pollution: grants: farm equipment.","An act to add Section 44282.5 to the Health and Safety Code, relating to air pollution.",489,"Senate Rules",2009-02-14,"In Senate. To Com. on RLS.",https://legiscan.com/CA/bill/ABX23/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx2_3&sess=0910&house=A
59891,30,AB23,4,Passed,2009-05-12,"Cal-COBRA: premium assistance.","An act to amend Sections 1366.20, 1366.21, 1366.22, and 1366.25 of the Health and Safety Code, and to amend Sections 10128.50, 10128.51, 10128.52, and 10128.55 of the Insurance Code, relating to health care coverage, and declaring the urgency thereof, to take effect immediately.",0,,2009-05-12,"Chaptered by Secretary of State - Chapter 3, Statutes of 2009.",https://legiscan.com/CA/bill/AB23/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_23&sess=0910&house=A
61624,30,ABX24,2,Engrossed,2009-02-14,"Public contracts: design-build: public-private","An act to add Sections 14661.1 and 70391.7 to the Government Code, to add and repeal Section 20688.6 of, and to add and repeal Chapter 6.5 (commencing with Section 6800) of Part 1 of Division 2 of, the Public Contract Code, and to amend Section 143 of the Streets and Highways Code, relating to public contracts.",489,"Senate Rules",2009-02-14,"In Senate. To Com. on RLS.",https://legiscan.com/CA/bill/ABX24/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx2_4&sess=0910&house=A
59892,30,AB24,5,Vetoed,2009-10-11,"California State University: feasibility study: Chula","An act to add Section 89013 to the Education Code, relating to the California State University.",0,,2010-01-14,"Consideration of Governor's veto stricken from file.",https://legiscan.com/CA/bill/AB24/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_24&sess=0910&house=A
61625,30,ABX25,4,Passed,2009-02-20,"Employment: alternative workweek schedules.","An act to amend Section 511 of the Labor Code, relating to employment.",0,,2009-02-20,"Chaptered by Secretary of State. Chapter 3, Statutes of 2009-10 Second Extraordinary Session.",https://legiscan.com/CA/bill/ABX25/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx2_5&sess=0910&house=A
59893,30,AB25,5,Vetoed,2010-09-25,"Hazardous waste transportation: consolidated manifest.","An act to amend Section 25160.2 of the Health and Safety Code, relating to hazardous waste, and declaring the urgency thereof, to take effect immediately.",0,,2010-09-25,"Vetoed by Governor.",https://legiscan.com/CA/bill/AB25/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_25&sess=0910&house=A
61626,30,ABX26,1,Introduced,2009-02-11,"Budget Act of 2008.","An act relating to the Budget Act of 2008.",0,,2009-02-12,"From printer.",https://legiscan.com/CA/bill/ABX26/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx2_6&sess=0910&house=A
59894,30,AB26,1,Introduced,2008-12-01,"Public contracts: bid preferences: employee health care","An act to add Chapter 2.3 (commencing with Section 2030) to Part 1 of Division 2 of the Public Contract Code, relating to public contracts.",0,,2010-02-02,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB26/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_26&sess=0910&house=A
61627,30,ABX27,4,Passed,2009-02-20,"Residential mortgage loans: foreclosure.","An act to amend, repeal, and add Section 2924 of, and to add and repeal Sections 2923.52, 2923.53, 2923.54, and 2923.55 of, the Civil Code, relating to residential mortgage loans.",0,,2009-02-20,"Chaptered by Secretary of State. Chapter 5, Statutes of 2009-10 Second Extraordinary Session.",https://legiscan.com/CA/bill/ABX27/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx2_7&sess=0910&house=A
59895,30,AB27,4,Passed,2009-08-06,"Arson: aggravated: punishment.","An act to amend Section 451.5 of the Penal Code, relating to arson.",0,,2009-08-06,"Chaptered by Secretary of State - Chapter 71, Statutes of 2009.",https://legiscan.com/CA/bill/AB27/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_27&sess=0910&house=A
61628,30,ABX28,4,Passed,2009-02-20,"State government.","An act to amend Section 11011 of the Government Code, to add Section 43018.2 to the Health and Safety Code, to add and repeal Sections 21080.41 and 21080.42 of the Public Resources Code, and to add Section 130240.5 to the Public Utilities Code, relating to state government.",0,,2009-02-20,"Chaptered by Secretary of State. Chapter 6, Statutes of 2009-10 Second Extraordinary Session.",https://legiscan.com/CA/bill/ABX28/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx2_8&sess=0910&house=A
59896,30,AB28,1,Introduced,2008-12-01,"Natural gas engines: water movement: emissions","An act to add Section 40722 to the Health and Safety Code, relating to air pollution.",0,,2010-02-02,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB28/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_28&sess=0910&house=A
59897,30,AB29,1,Introduced,2008-12-01,"Health care coverage.","An act to amend Section 1373 of the Health and Safety Code, and to amend Section 10277 of the Insurance Code, relating to health care.",0,,2010-02-02,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB29/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_29&sess=0910&house=A
59898,30,AB30,4,Passed,2009-10-11,"Elections: voter registration.","An act to amend Sections 100, 2102, 2106, 2150, and 2205 of the Elections Code, relating to elections.",0,,2009-10-11,"Chaptered by Secretary of State - Chapter 364, Statutes of 2009.",https://legiscan.com/CA/bill/AB30/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_30&sess=0910&house=A
61629,30,ABX31,2,Engrossed,2009-01-12,"2009-10 Budget.","An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, and declaring the urgency thereof, to take effect immediately.",0,,2009-10-27,"Died on Senate third reading file.",https://legiscan.com/CA/bill/ABX31/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx3_1&sess=0910&house=A
59899,30,AB31,4,Passed,2009-10-11,"Public contracts: Small Business Procurement and","An act to amend Section 14838.5 of, and to add Section 14841 to, the Government Code, and to amend Section 10105 of the Public Contract Code, relating to public contracts.",0,,2009-10-11,"Chaptered by Secretary of State - Chapter 212, Statutes of 2009.",https://legiscan.com/CA/bill/AB31/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_31&sess=0910&house=A
61630,30,ABX32,2,Engrossed,2009-01-12,"VLF state parks fee: fuel taxes: emergency services","An act to add Section 8587.3 to the Government Code, to add Section 16031 to the Insurance Code, to add Section 5010.3 to the Public Resources Code, to amend Sections 30005.5, 30016, 30104, 30108, 30165.1, 30181, and 30436 of, to add Sections 7374, 10751.5, and 60709 to, to add Article 2.5 (commencing with Section 30130.3) to Chapter 2 of Part 13 of, to add Part 21 (commencing with Section 42001) to, to repeal Chapter 2 (commencing with Section 7360) of Part 2 of, and to repeal Chapter 2 (commencing with Section 60050) of Part 31 of, Division 2 of, the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",0,,2009-10-26,"Died Concurrence pending.",https://legiscan.com/CA/bill/ABX32/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx3_2&sess=0910&house=A
59900,30,AB32,4,Passed,2009-10-11,"Public officials: personal information.","An act to amend Section 6254.21 of the Government Code, relating to public records.",0,,2009-10-11,"Chaptered by Secretary of State - Chapter 403, Statutes of 2009.",https://legiscan.com/CA/bill/AB32/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_32&sess=0910&house=A
61631,30,ABX33,4,Passed,2009-02-20,"Income taxes: sales and use taxes: vehicle license fees.","An act to add Section 99040 to the Government Code, to amend Sections 17041, 17054, and 17062 of, to amend and add Sections 10752 and 10752.1 of, and to add Sections 6051.7, 6201.7, and 10752.2 to, the Revenue and Taxation Code, relating to taxation, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately.",0,,2009-02-20,"Chaptered by Secretary of State. Chapter 18, Statutes of 2009-10 Third Extraordinary Session.",https://legiscan.com/CA/bill/ABX33/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx3_3&sess=0910&house=A
59901,30,AB33,4,Passed,2010-09-24,"Child abduction: sex offender identification.","An act to amend Section 14202 of, and to add Section 13519.07 to, the Penal Code, relating to missing persons.",0,,2010-09-24,"Chaptered by Secretary of State - Chapter 224, Statutes of 2010.",https://legiscan.com/CA/bill/AB33/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_33&sess=0910&house=A
61632,30,ABX34,2,Engrossed,2009-01-12,"Transportation finance.","An act to amend Sections 8879.65, 16965, and 65086.5 of the Government Code, to amend Sections 99312 and 99315 of, and to add and repeal Section 21683.3 of, the Public Utilities Code, to amend Section 7103 of the Revenue and Taxation Code, and to amend Sections 2102, 2103, 2104.1, 2106.3, 2106.4, 2107.1, 2107.2, 2107.3, 2107.6, 2109, 2111, 2112, 2113, 2114, and 2115 of the Streets and Highways Code, relating to transportation.",0,,2009-10-26,"Died Concurrence pending.",https://legiscan.com/CA/bill/ABX34/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx3_4&sess=0910&house=A
59902,30,AB34,4,Passed,2010-09-24,"Reports of missing persons: Violent Crime Information","An act to amend Section 14205 of, and to add Section 14201.3 to, the Penal Code, relating to missing persons.",0,,2010-09-24,"Chaptered by Secretary of State - Chapter 225, Statutes of 2010.",https://legiscan.com/CA/bill/AB34/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_34&sess=0910&house=A
61633,30,ABX35,4,Passed,2009-03-03,Health.,"An act to amend Sections 5845, 5846, 5847, and 14154 of, and to add Sections 14131.10 and 14166.225 to, the Welfare and Institutions Code, relating to health, and declaring the urgency thereof, to take effect immediately.",0,,2009-03-03,"Chaptered by Secretary of State. Chapter 20, Statutes of 2009-10 Third Extraordinary Session.",https://legiscan.com/CA/bill/ABX35/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx3_5&sess=0910&house=A
59903,30,AB35,2,Engrossed,2010-01-27,"Education: career technical education and workforce","An act to amend, repeal, and add Section 51225.3 of, and to add Section 88550.7 to, the Education Code, and to add Section 14013.5 to the Unemployment Insurance Code, relating to education.",0,,2010-08-12,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB35/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_35&sess=0910&house=A
59904,30,AB36,1,Introduced,2008-12-01,"Public education: basic skills training.","An act relating to public education.",0,,2010-02-02,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB36/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_36&sess=0910&house=A
61634,30,ABX36,2,Engrossed,2009-01-12,"Human services.","An act to amend Sections 4639.5, 4640.6, 11453, 12201, 12305.1, and 12306.1 of, to add Sections 11450.02 and 12200.019 to, and to add and repeal Section 12200.018 of, the Welfare and Institutions Code, relating to human services, and declaring the urgency thereof, to take effect immediately.",0,,2009-10-27,"Died on Senate third reading file.",https://legiscan.com/CA/bill/ABX36/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx3_6&sess=0910&house=A
59905,30,AB37,4,Passed,2009-10-11,"Public postsecondary education: honorary degrees.","An act to add Section 66020 to the Education Code, relating to public postsecondary education.",0,,2009-10-11,"Chaptered by Secretary of State - Chapter 213, Statutes of 2009.",https://legiscan.com/CA/bill/AB37/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_37&sess=0910&house=A
61635,30,ABX37,4,Passed,2009-07-01,"State funds: registered warrants.","An act to amend Section 17221.5 of the Government Code, relating to state funds, and declaring the urgency thereof, to take effect immediately.",0,,2009-07-01,"Chaptered by Secretary of State. Chapter 26, Statutes of 2009-10 Third Extraordinary Session.",https://legiscan.com/CA/bill/ABX37/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=abx3_7&sess=0910&house=A
59906,30,AB38,1,Introduced,2008-12-01,"Postsecondary education: resident classification:","An act to add Section 68085 to, and to repeal Section 68075.5 of, the Education Code, relating to postsecondary education.",0,,2010-02-02,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB38/2009,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_38&sess=0910&house=A
